"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"11/23/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,265,1349,574,291,1132,927,447,1925,598,294,1215,535,227,1259,271,130,563
"11/24/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",449,191,1054,345,163,732,451,196,1036,650,312,1353,360,160,812,271,124,593
"11/25/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",377,165,864,689,285,1667,311,149,647,439,193,1000,274,129,578,365,163,819
"11/26/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",739,303,1804,597,264,1349,1252,509,3078,723,351,1489,797,291,2181,277,133,579
"11/27/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",305,139,669,232,104,515,304,144,640,309,139,686,351,164,753,265,122,576
"11/28/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",607,247,1495,581,262,1286,844,319,2234,652,298,1426,481,181,1275,321,139,739
"11/29/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",736,307,1765,583,274,1241,1311,633,2715,710,347,1453,735,278,1944,269,132,551
"11/30/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",617,261,1460,609,299,1243,921,481,1763,691,310,1540,515,210,1261,310,150,644
"12/01/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",448,191,1051,374,168,832,475,209,1078,557,240,1293,439,192,1003,308,139,681
"12/02/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",330,142,769,304,128,724,370,150,911,332,147,749,338,143,797,301,135,670
"12/03/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",654,275,1556,498,243,1021,1118,494,2528,676,322,1417,583,226,1498,296,136,644
"12/04/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",703,278,1775,679,291,1587,1028,440,2400,720,320,1622,599,214,1677,296,128,683
"12/05/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",675,285,1599,577,273,1217,1054,452,2453,734,348,1546,506,205,1246,311,149,651
"12/06/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",724,288,1818,749,379,1478,982,360,2672,798,360,1770,566,215,1485,330,134,811
"12/07/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",645,276,1504,555,272,1131,920,411,2059,785,374,1648,510,220,1182,340,156,738
"12/08/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",464,199,1081,377,185,768,482,247,940,635,289,1397,415,185,932,308,130,728
"12/09/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",297,134,659,259,119,563,269,123,584,307,144,657,301,138,658,313,132,739
"12/10/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",644,265,1565,545,299,992,1008,396,2568,714,354,1438,489,183,1306,300,133,676
"12/11/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",276,127,599,248,129,476,254,127,506,296,127,689,285,134,606,268,120,599
"12/12/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",618,258,1479,541,252,1162,810,316,2077,752,366,1544,371,163,843,298,137,647
"12/13/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",655,274,1567,585,288,1191,977,418,2283,770,382,1552,419,170,1028,270,133,544
"12/14/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",653,286,1489,561,284,1110,884,382,2045,822,429,1577,445,200,988,344,160,739
