"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"05/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",687,284,1658,636,343,1177,1224,565,2654,756,343,1665,351,160,770,323,160,650
"05/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",631,272,1460,652,332,1277,827,395,1731,756,395,1445,380,156,926,285,142,573
"05/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",381,167,868,316,161,620,414,202,849,533,243,1167,244,116,510,247,117,523
"05/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",261,124,545,216,107,435,276,137,555,284,134,601,269,133,544,228,106,489
"05/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",612,265,1414,656,321,1341,1115,483,2572,580,287,1172,405,171,959,296,146,603
"05/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",686,289,1628,599,271,1322,1061,423,2660,743,358,1539,523,205,1334,276,137,553
"05/22/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",678,277,1657,644,309,1343,1254,534,2944,646,297,1405,476,182,1241,330,154,705
"05/23/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,254,1407,669,341,1311,840,374,1885,678,344,1334,287,128,640,249,122,506
"05/24/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",550,233,1294,623,308,1256,804,396,1632,623,291,1329,334,145,770,260,130,519
"05/25/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",366,156,860,480,180,1275,308,149,636,477,209,1087,284,128,628,237,115,485
"05/26/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",259,126,534,260,119,569,284,131,617,279,139,562,237,122,461,236,115,484
"05/27/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,250,1431,632,341,1170,918,346,2438,623,297,1303,386,159,937,256,117,556
"05/28/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",627,292,1344,611,331,1128,968,441,2126,667,365,1217,393,176,880,303,146,628
"05/29/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",687,285,1658,649,360,1170,1090,474,2503,750,341,1651,422,161,1106,287,142,579
"05/30/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",717,294,1747,615,307,1232,1226,567,2648,782,365,1675,588,234,1480,233,112,484
"05/31/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",270,127,574,235,107,517,248,119,516,275,136,557,273,129,580,288,129,643
"06/01/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",310,143,673,332,152,724,304,148,625,365,164,814,250,123,505,247,116,528
"06/02/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",281,129,612,184,85,397,287,138,595,319,142,717,295,137,633,243,118,500
"06/03/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",595,255,1385,592,298,1172,826,340,2002,644,309,1339,426,176,1032,265,129,542
"06/04/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",647,288,1452,605,315,1162,908,389,2123,720,355,1463,457,195,1072,286,148,554
"06/05/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",622,273,1416,603,332,1097,940,392,2253,676,334,1365,390,165,924,364,165,805
"06/06/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",729,303,1753,674,329,1382,1188,508,2775,737,333,1629,607,240,1533,278,141,549
"06/07/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",553,236,1296,484,221,1059,904,471,1735,620,283,1358,399,171,933,282,137,579
"06/08/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",382,172,849,347,165,731,402,184,878,524,264,1038,261,123,553,234,120,457
"06/09/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",286,133,616,228,119,435,276,141,541,347,156,771,282,129,613,238,112,508
"06/10/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",651,270,1569,492,235,1029,1361,543,3410,660,325,1340,494,198,1228,273,131,569
"06/11/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",600,251,1436,682,301,1543,837,323,2167,645,309,1348,370,163,839,244,122,487
"06/12/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",637,289,1401,599,312,1150,851,371,1953,690,351,1357,506,213,1202,264,136,514
"06/13/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",670,296,1517,477,234,972,984,437,2211,773,406,1469,568,242,1334,276,137,553
"06/14/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",290,138,609,292,136,625,299,150,595,313,150,652,253,122,526,287,133,618
"06/15/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",331,155,706,261,130,526,365,177,750,445,215,924,264,135,517,221,114,425
"06/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",270,125,581,211,101,440,279,133,583,291,134,634,282,135,592,241,111,526
"06/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",574,246,1340,544,239,1237,927,408,2106,621,300,1283,344,161,732,287,134,616
"06/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",605,262,1395,572,294,1112,941,444,1994,649,310,1356,375,156,898,289,135,619
"06/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",563,241,1311,499,255,976,947,435,2061,612,299,1249,369,150,907,295,132,659
"06/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",536,236,1216,492,248,972,835,384,1816,582,284,1193,373,158,879,273,130,570
"06/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",541,239,1223,455,230,899,944,442,2012,587,294,1169,366,163,822,306,143,654
"06/22/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",425,178,1012,316,137,730,527,236,1176,561,267,1177,308,131,724,274,130,577
"06/23/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",326,149,714,251,109,579,363,180,734,391,182,839,315,145,683,240,118,488
"06/24/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",596,258,1378,601,285,1269,814,298,2222,655,330,1299,388,170,885,284,139,579
"06/25/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",671,279,1610,594,294,1197,1118,420,2978,691,322,1484,512,201,1304,281,133,593
"06/26/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",703,288,1718,698,343,1419,999,392,2546,809,371,1768,388,168,894,290,141,595
"06/27/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",611,259,1441,587,291,1184,950,381,2366,672,326,1386,417,175,990,249,123,506
"06/28/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",631,270,1470,480,233,985,941,451,1960,715,338,1511,547,229,1308,303,138,667
"06/29/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",439,181,1064,359,162,797,429,196,939,630,267,1484,340,155,748,260,117,575
"03/31/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",267,125,568,228,113,459,269,131,552,252,116,545,307,147,640,257,117,562
"04/01/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",253,126,508,249,113,551,258,135,493,251,126,500,257,127,521,247,123,494
"04/02/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",533,223,1274,493,216,1123,756,279,2050,584,264,1290,348,160,755,311,146,660
"04/03/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",619,254,1510,572,253,1293,933,396,2198,682,298,1561,409,177,942,266,131,542
"04/04/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",617,258,1472,551,268,1130,948,377,2380,652,310,1371,504,196,1293,277,132,581
"04/05/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",590,241,1445,550,233,1297,753,318,1784,700,315,1558,446,186,1071,293,133,642
"04/06/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",418,183,955,336,162,696,401,186,863,596,276,1286,311,143,679,293,136,630
"04/07/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",296,136,644,230,104,508,305,146,637,304,140,660,303,144,637,297,133,666
"04/08/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",604,244,1496,563,273,1161,1002,362,2775,607,274,1345,448,171,1176,350,152,802
"04/09/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",640,266,1538,542,234,1253,924,394,2170,723,352,1488,457,187,1116,293,135,633
"04/10/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",672,270,1667,571,270,1210,939,310,2847,671,309,1456,723,250,2087,307,147,641
"04/11/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",589,246,1410,523,266,1026,820,348,1932,692,317,1514,395,166,940,278,130,594
"04/12/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",564,237,1342,510,249,1046,749,286,1956,682,322,1444,385,168,883,336,155,727
"04/13/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",393,174,885,329,149,727,417,189,920,496,231,1065,336,157,716,272,126,584
"04/14/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",298,139,636,314,137,718,289,144,580,335,159,705,274,127,592,259,124,543
"04/15/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",652,257,1654,448,201,997,1412,664,3004,609,278,1337,608,222,1668,262,119,578
"04/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",719,309,1671,797,318,1998,1015,478,2155,775,415,1447,436,183,1035,328,162,665
"04/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",707,290,1722,614,292,1292,1123,510,2471,828,396,1732,327,148,724,293,142,606
"04/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",708,287,1750,611,281,1327,963,465,1993,911,407,2038,345,159,749,266,135,521
"04/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",667,282,1579,629,323,1224,1013,428,2396,780,373,1629,448,195,1029,296,134,652
"04/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",444,186,1059,350,171,714,442,181,1083,613,274,1370,292,146,585,315,136,731
"04/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",294,136,635,278,129,599,272,128,578,306,139,676,286,142,579,313,138,713
